Name	Set	ImageFile	Rarity	Release	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
Psychic Receptacle 2E	second	ST2E-EN03020	U	Call_to_Arms	03-020 U	DILEMMA	Space/Planet														Your opponent names a skill. Randomly select a personnel who has that skill. While a personnel who has that same card title is facing a dilemma, he or she cannot use his or her skills. This effect lasts until the end of this mission attempt.
Psycho-Kinetic Attack 2E	second	ST2E-EN03021	S	Call_to_Arms	03-021 S	DILEMMA	Space/Planet														Unless you have Exobiology and 2 Medical or Honor and Empathy, randomly select a Security personnel to be killed.
Secret Identity 2E	second	ST2E-EN03026	U	Call_to_Arms	03-026 U	DILEMMA	Space/Planet														Your opponent chooses a personnel. You may replace him or her with any one personnel of the same affiliation from your deck. Place the personnel your opponent chose in his or her owner's discard pile. Shuffle and replace your deck.
So Many Enemies 2E	second	ST2E-EN03029	C	Call_to_Arms	03-029 C	DILEMMA	Space/Planet														Randomly select three personnel. If any of those personnel has Treachery, all three are stopped.
A Second Chance at Life 2E	second	ST2E-EN03033	C	Call_to_Arms	03-033 C	EVENT															Q. Reveal your hand. Choose an opponent to choose a card from your hand. Discard it to take any other non-interrupt card from your discard pile into hand. Destroy this event.
Bred for Battle 2E	second	ST2E-EN03037	R	Call_to_Arms	03-037 R	EVENT															Assault. Plays in your core (on table). Order - Discard two cards from hand to begin personnel battle involving your Jem'Hadar. Your non-Jem'Hadar present are not involved in the personnel battle. If you win, randomly kill an opponent's personnel involved.
Building a Bridge 2E	second	ST2E-EN03038	R	Call_to_Arms	03-038 R	EVENT															To play this event, you must command (have in play) three [Dom] personnel. Plays in your core (on table). When you complete a mission, for each Vorta that used any of his or her skills to complete that mission, each opponent discards a card from hand and you may draw a card.
Jem'Hadar Ambush 2E	second	ST2E-EN03045	C	Call_to_Arms	03-045 C	EVENT															Assault. Maneuver. Plays in your core (on table). Order - Destroy this event to begin personnel battle or an ship battle involving your [Dom] personnel. If you win, score 10 points.
Jem'Hadar Strike Force 2E	second	ST2E-EN03047	U	Call_to_Arms	03-047 U	EVENT															Assault. Maneuver. Plays in your core (on table). Order - Destroy this event to begin personnel battle or an ship battle involving your [Dom] personnel. If you win, score 10 points and randomly kill an opponent's personnel involved.
Psychological Pressure 2E	second	ST2E-EN03049	R	Call_to_Arms	03-049 R	EVENT															Punishment. Plays in your core (on table). When an opponent's personnel is facing a dilemma, if he or she has the same skill as any of your captives, that opponent must discard a card from hand to use that skill.
Quite a Coincidence 2E	second	ST2E-EN03050	C	Call_to_Arms	03-050 C	EVENT															Plays in your core (on table). When you play this event, name a personnel. When an opponent's personnel who has that card title is killed, destroy this event to score 10 points.
Set Up 2E	second	ST2E-EN03054	R	Call_to_Arms	03-054 R	EVENT															Infiltration. Plays in your core (on table). When an opponent's personnel is about to be randomly selected, if your Infiltrator is at that mission, you may destroy this event to instead choose the opponent's personnel to be selected from all eligible possibilities.
Trial of Faith 2E	second	ST2E-EN03065	U	Call_to_Arms	03-065 U	EVENT															Prophet. To play this event, you must command (have in play) three [Baj] personnel. Plays in your core (on table). An opponent may play a card he or she owns that is on this event as if that card were in his or her hand. If he or she does, score 5 points. Order - Examine an opponent's discard pile. Place one of those cards on this event. You may do this only once each turn.
Vorta Cloning 2E	second	ST2E-EN03067	C	Call_to_Arms	03-067 C	EVENT															Plays in your core (on table). When you are about to place a Vorta in your discard pile, you may reveal a card from hand and remove it from the game to take that Vorta into hand instead.
Cultist Attack 2E	second	ST2E-EN03071	C	Call_to_Arms	03-071 C	INTERRUPT															Pah-wraith. To play this interrupt, you must command (have in play) a [Baj] Treachery personnel. Order - Each player removes all interrupts in his or her discard pile from the game.
Security Sweep 2E	second	ST2E-EN03077	U	Call_to_Arms	03-077 U	INTERRUPT															To play this interrupt, you must command (have in play) two [Rom] Security personnel. Order - Reveal the top three cards of an opponent's deck. If they are all personnel, score 10 points. Place them in the same order on the bottom of that opponent's deck.
You Could Be Invaluable 2E	second	ST2E-EN03080	U	Call_to_Arms	03-080 U	INTERRUPT															To play this interrupt, you must command (have in play) two [Fed] [Maq] personnel. Order - Reveal the top four cards of your deck and take a non-[ Maq] personnel revealed into hand. Place the remaining cards on the bottom of your deck in any order.
Destroy Iconian Gateway 2E	second	ST2E-EN03086	S	Call_to_Arms	03-086 S	MISSION	Planet,[DOMINION][FEDERATION]					35		2	(GQ)						Engineer, Leadership, Physics, Security, and Strength>34
The Siege of AR-558 2E	second	ST2E-EN03109	U	Call_to_Arms	03-109 U	MISSION	Planet,[DOMINION][FEDERATION]					40		2	(AQ)						Engineer, Leadership, Physics, Computer Skill, Security, and Strength>38 You may attempt and complete this mission using your [Fer] personnel with these requirements: Anthropology, Diplomacy, Honor, Security, and Strength>42.
Signal for Rescue 2E	second	ST2E-EN03105	U	Call_to_Arms	03-105 U	MISSION	Planet,[DOMINION][FEDERATION][KLINGON]					45		2	(AQ)						Biology, Engineer, Computer Skill, Security, Strength>42, and (Diplomacy and Treachery or Honor and Leadership)
Salvage Borg Ship 2E	second	ST2E-EN03103	S	Call_to_Arms	03-103 S	MISSION	Planet,Any affiliation may attempt this mission.					35		2	(AQ)						Astrophysics OR Stellar Cartography, Engineer, Medical, Computer Skill, and Cunning>34
Evade Dominion Squadron 2E	second	ST2E-EN03089	U	Call_to_Arms	03-089 U	MISSION	Space,[BAJORAN][FEDERATION]					35		3	(AQ)						Astrophysics OR Stellar Cartography, Geology, 2 Navigation, and Cunning>34 You may attempt and complete this mission using your [Dom] personnel with these requirements: Astrophysics OR Stellar Cartography, Leadership, 2 Navigation, and Cunning>34.
Clash at Chin'toka 2E	second	ST2E-EN03085	U	Call_to_Arms	03-085 U	MISSION	Space,[CARDASSIAN][DOMINION][FEDERATION][KLINGON][ROMULAN]					35		3	(AQ)						Engineer, Leadership, Navigation, Officer, and Cunning>36
Study Rare Phenomenon 2E	second	ST2E-EN03107	U	Call_to_Arms	03-107 U	MISSION	Space,[FEDERATION][NA]					35		3	(AQ)						Engineer, Navigation, Physics, Science, and Cunning>34 You may attempt and complete this mission using your [Dom] personnel with these requirements: Engineer, Leadership, Computer Skill, Security, and Strength>34.
Battle Reconnaissance 2E	second	ST2E-EN03083	S	Call_to_Arms	03-083 S	MISSION	Space,Any affiliation may attempt this mission.					35		2	(DQ)						Exobiology, Computer Skill, Security, Transporter Skill, and Strength>32
Kira Nerys, Reformed Collaborator 2E	second	ST2E-EN03112	R	Call_to_Arms	03-112 R	PERSONNEL	BAJORAN		4	6	6				[TN]	(CMD)	Bajoran	Kira Nerys			* Officer * Security * Treachery Dissident. When you play this personnel, discard a card from hand. While a Cardassian or Vedek is in your discard pile, this personnel is attributes +1, loses Treachery, and gains Honor and Physics.
Odo, Wayward Link 2E	second	ST2E-EN03113	R	Call_to_Arms	03-113 R	PERSONNEL	BAJORAN		5	7	8				[TN]	(CMD)	Changeling	Odo			* Law * Leadership * Computer Skill * Security Dissident. Shape-shifter. When you play this personnel, discard a card from hand. When your Bajoran present is about to be killed by a dilemma, you may stop him or her and this personnel to prevent that.
Tahna Los, Voice of the Kohn-Ma 2E	second	ST2E-EN03115	U	Call_to_Arms	03-115 U	PERSONNEL	BAJORAN		3	5	6					(STF)	Bajoran	Tahna Los			* Acquisition * Astrophysics OR Stellar Cartography * Navigation * Physics * Treachery Bajoran Resistance. This personnel is Integrity -1 and Strength +1 for each non-Bajoran present (limit -3/+3).
% Calibration Drone 2E	second	ST2E-EN03124	S	Call_to_Arms	03-124 S	PERSONNEL	BORG		5	5	5				[Com][DQ]	(STF)	Drone				* Archaeology * Biology * Geology Order - Place this personnel in his owner's discard pile to count the number of cards in your hand, shuffle them, place them on the bottom of your deck, and draw an equal number of cards.
% Computation Drone 2E	second	ST2E-EN03126	C	Call_to_Arms	03-126 C	PERSONNEL	BORG		5	6	5				(NAav)DQ)	(STF)	Drone				* Navigation * Computer Skill Each of your other Borg present is Cunning +1.
% Reclamation Drone 2E	second	ST2E-EN03136	U	Call_to_Arms	03-136 U	PERSONNEL	BORG		5	5	5				[Def][DQ]	(STF)	Drone				* Engineer Medical When your Borg present is about to be killed by a dilemma, you may stop your other Drone present to place that Borg on top of his or her owner's deck instead.
Seven of Nine, Representative of the Hive 2E	second	ST2E-EN03139	S	Call_to_Arms	03-139 S	PERSONNEL	BORG		5	7	6				[Com][DQ]	(STF)	Drone	Seven of Nine			* Engineer * Exobiology * Physics * Computer Skill * Science While this personnel is facing a dilemma, she is Strength +2 and gains Security.
% Davin 2E	second	ST2E-EN03142	C	Call_to_Arms	03-142 C	PERSONNEL	CARDASSIAN		4	6	6				[TN]	(CMD)	Cardassian				* Astrophysics OR Stellar Cartography * Law * Treachery When you play this personnel, discard the top card of an opponent's deck.
% Magren 2E	second	ST2E-EN03145	C	Call_to_Arms	03-145 C	PERSONNEL	CARDASSIAN		5	6	5				[TN]		Cardassian				* Biology * Medical * Physics
% Thorel 2E	second	ST2E-EN03148	C	Call_to_Arms	03-148 C	PERSONNEL	CARDASSIAN		6	5	5				[TN]	(STF)	Cardassian				* Archaeology * Geology * Science
Dukat, Liberator and Protector 2E	second	ST2E-EN03143	R	Call_to_Arms	03-143 R	PERSONNEL	CARDASSIAN		2	6	6				[TN]	(CMD)	Cardassian	Dukat		Central Command	* Diplomacy * Leadership * Officer * 2 Treachery Gul. When this personnel uses a skill to complete a mission, each of your opponents discards the top three cards of his or her deck. You may do this only once each turn.
Elim Garak, Plain, Simple Tailor 2E	second	ST2E-EN03144	U	Call_to_Arms	03-144 U	PERSONNEL	CARDASSIAN		3	6	6				[DS9]	(STF)	Cardassian	Elim Garak			* Diplomacy * Obsidian Order * Computer Skill * Treachery When this personnel is about to be killed by a dilemma, you may discard a personnel from hand to take this personnel into your hand instead.
Mavek, Science Officer 2E	second	ST2E-EN03146	U	Call_to_Arms	03-146 U	PERSONNEL	CARDASSIAN		6	5	5				[TN]	(STF)	Cardassian	Mavek			* Biology * Geology * Navigation * Science When you play this personnel, if your non-Cardassian is at this mission, you may download an equipment.
Tora Ziyal, Beloved Daughter 2E	second	ST2E-EN03149	R	Call_to_Arms	03-149 R	PERSONNEL	CARDASSIAN		6	4	4				[TN]		Bajoran/Cardassian	Tora Ziyal			* Anthropology * Geology * Honor Dissident. When you play this personnel, discard a card from hand. When this personnel is stopped by a dilemma, you may discard a card from hand to draw a card.
% Imat'Korex 2E	second	ST2E-EN03156	C	Call_to_Arms	03-156 C	PERSONNEL	DOMINION		6	5	8				[TN] [KW]	(STF)	Jem'Hadar				* Biology * Honor * Computer Skill * Security
% Noret'ikar 2E	second	ST2E-EN03163	S	Call_to_Arms	03-163 S	PERSONNEL	DOMINION		6	5	8				[TN] [KW]	(STF)	Jem'Hadar				* Geology * Leadership * Officer * Transporter Skill
% Odera'Klen 2E	second	ST2E-EN03164	C	Call_to_Arms	03-164 C	PERSONNEL	DOMINION		5	5	8				[TN] [KW]	(STF)	Jem'Hadar				* Anthropology * Security
% Rak'tazan 2E	second	ST2E-EN03165	C	Call_to_Arms	03-165 C	PERSONNEL	DOMINION		6	5	8				[TN] [KW]	(STF)	Jem'Hadar				* Astrophysics OR Stellar Cartography * Officer
% Tozara'Kesh 2E	second	ST2E-EN03168	C	Call_to_Arms	03-168 C	PERSONNEL	DOMINION		6	5	8				[TN] [KW]	(STF)	Jem'Hadar				* Engineer * Exobiology * Navigation * Officer
% Varen'agor 2E	second	ST2E-EN03169	C	Call_to_Arms	03-169 C	PERSONNEL	DOMINION		6	5	8				[KW]	(STF)	Jem'Hadar				* Biology * Navigation * Officer * Physics
Founder Leader, Beguiling Teacher 2E	second	ST2E-EN03153	U	Call_to_Arms	03-153 U	PERSONNEL	DOMINION		3	7	5				[TN]		Changeling	Founder Leader			* Anthropology * Exobiology * 2 Leadership * Science * Treachery Founder. Shape-shifter. When you play this personnel, each of your other [TN] personnel is Cunning +1 until the end of this turn.
Ikat'ika, Honorable Warrior 2E	second	ST2E-EN03155	R	Call_to_Arms	03-155 R	PERSONNEL	DOMINION		8	5	9				[KW]	(CMD)	Jem'Hadar	Ikat'ika			* Anthropology * Biology * Honor * Leadership * Officer While this personnel is attempting a mission, you may make him attributes +2. If you do this, he is killed at the end of this turn. You may do this only once each turn.
Keevan, Conniving Liar 2E	second	ST2E-EN03157	U	Call_to_Arms	03-157 U	PERSONNEL	DOMINION		2	6	3					(CMD)	Vorta	Keevan			* Anthropology * Diplomacy * Exobiology * Geology * 2 Treachery When you play a Jem'Hadar at this mission, you may choose to have each player draw a card.
Kilana, Dissembling Envoy 2E	second	ST2E-EN03158	S	Call_to_Arms	03-158 S	PERSONNEL	DOMINION		4	5	5					(CMD)	Vorta	Kilana			* Archaeology * Diplomacy * Medical * Transporter Skill * Treachery Order - Examine a number of cards from the top of your deck equal to the number of your Changelings present. Replace those cards in any order. You may do this only once each turn.
Remata'Klan, Unit Leader 2E	second	ST2E-EN03166	R	Call_to_Arms	03-166 R	PERSONNEL	DOMINION		7	6	8				[KW]	(CMD)	Jem'Hadar	Remata'Klan			* Exobiology * Honor * Leadership * Officer * Security When this personnel is an eligible target for a random selection, you may exclude another [Dom] personnel present from that selection.
Weyoun, Loyal Subject of the Dominion 2E	second	ST2E-EN03171	R	Call_to_Arms	03-171 R	PERSONNEL	DOMINION		3	6	4				[TN]	(CMD)	Vorta	Weyoun			* Anthropology * Diplomacy * Law * Leadership * Security * Treachery When this personnel uses a skill to complete a mission, you may draw a card.
B'Elanna Torres, Creative Engineer 2E	second	ST2E-EN03174	R	Call_to_Arms	03-174 R	PERSONNEL	FEDERATION		5	6	6				[Maq]	(CMD)	Human/Klingon	B'Elanna Torres			* Astrophysics OR Stellar Cartography * Engineer * 2 Computer Skill When an opponent is about to discard a card from hand, you may place a card from your hand on top of your deck to randomly select that opponent's card from all eligible cards.
Jack, Maladjusted Misfit 2E	second_otfban	ST2E-EN03175	R	Call_to_Arms	03-175 R	PERSONNEL	FEDERATION		4	8	6				[E]		Human	Jack			* Anthropology * Astrophysics OR Stellar Cartography * Physics * Computer Skill Genetically Enhanced. Order - Stop this personnel to name a card type, then reveal a random card from an opponent's hand. If it is that type, place it on top of its owner's deck.
Michael Eddington, Traitor to Starfleet 2E	second	ST2E-EN03177	R	Call_to_Arms	03-177 R	PERSONNEL	FEDERATION		3	6	6				[DS9]	(CMD)	Human	Michael Eddington			* Engineer * Computer Skill * Security * Treachery Order - Return this personnel to his owner's hand to return an opponent's Leadership personnel present to his or her owner's hand.
Patrick, Idiot Savant 2E	second	ST2E-EN03179	U	Call_to_Arms	03-179 U	PERSONNEL	FEDERATION		5	8	4				[E]		Human	Patrick			* Anthropology * Engineer * Computer Skill Genetically Enhanced. Order - Stop this personnel to name a card type (except ship), then reveal the top card of an opponent's deck. If it is that type, place it on the bottom of that opponent's deck.
Sarina Douglas, Cataleptic Conundrum 2E	second	ST2E-EN03181	U	Call_to_Arms	03-181 U	PERSONNEL	FEDERATION		6	8	4				[E]		Human	Sarina Douglas			* Exobiology * Physics * Computer Skill * Science Genetically Enhanced. Order - Stop this personnel to place the bottom card of your deck on top of your deck.
Quark, Resistance Informant 2E	second	ST2E-EN03182	R	Call_to_Arms	03-182 R	PERSONNEL	FERENGI		4	6	4				[TN]		Ferengi	Quark			* Acquisition * Anthropology * Diplomacy * Computer Skill Dissident. When you play this personnel, discard a card from hand. When this personnel is facing a dilemma, he may gain a skill from your Dissident present until the end of that dilemma. You may do this only once each turn.
Rom, Undercover Spy 2E	second	ST2E-EN03183	R	Call_to_Arms	03-183 R	PERSONNEL	FERENGI		6	6	4				[TN]	(STF)	Ferengi	Rom			* Engineer * Honor * Physics Dissident. Thief. Waiter. When you play this personnel, discard a card from hand. While this personnel is present with your Dissident, he gains Astrophysics OR Stellar Cartography, Engineer, and Computer Skill.
Alexander Rozhenko, Good Luck Charm 2E	second	ST2E-EN03184	R	Call_to_Arms	03-184 R	PERSONNEL	KLINGON		6	4	5					(STF)	Human/Klingon	Alexander Rozhenko			* Engineer * Honor * Officer * Transporter Skill When you win an ship battle involving this personnel, you may draw a card.
Larg, Piece of Baktag 2E	second	ST2E-EN03187	U	Call_to_Arms	03-187 U	PERSONNEL	KLINGON		4	5	6					(CMD)	Klingon	Larg			* Biology * Officer * Science * Treachery While this personnel is attempting a mission, he is attributes +1 for each Assault and Maneuver event you command (have in play) (limit +3).
Martok, Leader of Destiny 2E	second	ST2E-EN03188	U	Call_to_Arms	03-188 U	PERSONNEL	KLINGON		8	6	8					(CMD)	Klingon	Martok	I	The Great Hall	* 2 Honor * 2 Leadership * Officer Chancellor. Commander: I.K.S. Rotarran. While this personnel is facing a dilemma, if you command (have in play) an Assault or Maneuver event, each of your Honor Klingons present is attributes +1.
% Jakin 2E	second	ST2E-EN03190	C	Call_to_Arms	03-190 C	PERSONNEL	NON-ALIGNED		5	5	5					(CMD)	T'Lani				* Engineer * Navigation * Officer
Pardek, Betrayer 2E	second	ST2E-EN03196	R	Call_to_Arms	03-196 R	PERSONNEL	ROMULAN		3	6	4						Romulan	Pardek		Office of the Proconsul	* Anthropology * Diplomacy * Treachery Senator. Order - If this personnel is present with an opponent's personnel, return this personnel to his owner's hand to reveal the top four cards of that opponent's deck. You may place a personnel revealed in his or her owner's discard pile. Replace the remaining cards in the same order.
% Modern Galor 2E	second	ST2E-EN03201	C	Call_to_Arms	03-201 C	SHIP	CARDASSIAN	Galor	8	8	8				[TN]	(CMD)(STF)(STF)					When you play this ship, discard a card from hand. If you command (have in play) a [Dom] personnel, you may then draw a card. Tractor Beam
Tenak'talar, Weyoun's Warship 2E	second	ST2E-EN03204	R	Call_to_Arms	03-204 R	SHIP	DOMINION	Warship	9	9	9					(CMD)(STF)(STF)					When an opponent's mission attempt fails, if this ship is staffed and at that mission, score 10 points. Tractor Beam
I.K.S. Pagh 2E	second	ST2E-EN03206	R	Call_to_Arms	03-206 R	SHIP	KLINGON	K'Vort	7	8	7					(STF)(STF)(STF)					Cloaking Device. While this ship is on Engage Cloak, each opponent's ship is RANGE -1. Tractor Beam
Soterus 2E	second	ST2E-EN03208	R	Call_to_Arms	03-208 R	SHIP	ROMULAN	Norexan	9	9	9					(CMD)(CMD)(STF)(STF)					Cloaking Device. While this ship is in an ship battle, you may discard a Maneuver card from hand to make it attributes +2 until the end of that ship battle. Tractor Beam
Compassionate Interference 2E	second	ST2E-EN10005	U	CL	10-005 U	DILEMMA	Planet														Randomly select a personnel to be stopped. Unless you reveal a Biology personnel from your hand or reveal a Geology personnel from your hand, that personnel is killed instead.
Psionic Attack 2E	second	ST2E-EN10014	R	CL	10-014 R	DILEMMA	Planet														Unless you have Medical and Science or 3 Security, randomly select a personnel to place on the bottom of his or her owner's deck. If that personnel has Anthropology, randomly select an additional personnel and place that personnel on the bottom of his or her owner's deck.
Stand-Off 2E	second	ST2E-EN10016	C	CL	10-016 C	DILEMMA	Planet														Unless you have Anthropology, Diplomacy, and Honor or Law, Secuirty, and Strength>28 , randomly select a Leadership personnel, place him or her in your opponent's brig, and all your other personnel are stopped.
Symbalene Blood Burn 2E	second	ST2E-EN10017	C	CL	10-017 C	DILEMMA	Planet														Unless you have Biology, Exobiology, and Medical or Officer, Security, and Strength>28 , randomly select four personnel to be stopped and place this dilemma on your ship at this mission. Damage - At the start of each turn, randomly select a personnel on this ship to be killed.
Difficult Rescue 2E	second	ST2E-EN10007	C	CL	10-007 C	DILEMMA	Space														Unless you have Shields + remaining Range>the number of personnel attempting this mission, randomly select a personnel to be killed and all your other personnel are stopped.
Sabotaged Reactor 2E	second	ST2E-EN10015	C	CL	10-015 C	DILEMMA	Space														Unless you have Astrophysics OR Stellar Cartography, Engineer, and Navigation or Leadership, Officer, and Cunning>28 , all your personnel are stopped and this dilemma is placed on your ship. Damage - This ship is Range -2.
Under Pressure 2E	second	ST2E-EN10020	U	CL	10-020 U	DILEMMA	Space														Consume: 1. (Your opponent places the top card of his or her dilemma pile face up beneath this mission.) Unless you have Astrophysics OR Stellar Cartography, Engineer, and Navigation or Biology, Medical, and Science, randomly select a personnel to be killed. You may randomly select two personnel to be stopped to prevent this.
A Pattern of Lies 2E	second	ST2E-EN10001	C	CL	10-001 C	DILEMMA	Space/Planet														Randomly select three personnel. Unless at least one of them is a different species than the others, all three are stopped.
Armed Search Party 2E	second	ST2E-EN10003	R	CL	10-003 R	DILEMMA	Space/Planet														Randomly select three personnel. Unless they have Strength>17 or you have a non- Hand Weapon equipment, for each headquarters you command, randomly select one of those personnel to be placed in your opponent's brig.
Contaminating a Culture 2E	second	ST2E-EN10006	R	CL	10-006 R	DILEMMA	Space/Planet														Randomly select a personnel to be killed You may prevent this by placing one of your equipment cards present in its owner's discard pile.
Last Gasp 2E	second	ST2E-EN10011	U	CL	10-011 U	DILEMMA	Space/Planet														Randomly select a personnel to be stopped. Unless you reveal a Leadership personnel from your hand or reveal an Officer personnel from your hand, that personnel is killed instead.
A Sight for Sore Eyes 2E	second	ST2E-EN10023	R	CL	10-023 R	EVENT															To play this event, you must command three [SFL] personnel. Plays in your core At the start of each of your turns, score 5 points. At the end of each of your turns, if you have at least 5 points, lose 5 points.
Starting Over 2E	second	ST2E-EN10034	U	CL	10-034 U	EVENT															Count the number of cards in your hand and discard your hand to draw an equal number of cards. Then, if you command a Borg personnel, draw two additional cards Destroy this event.
A Long Road 2E	second	ST2E-EN10038	C	CL	10-038 C	INTERRUPT															To play this interrupt, you must command a Navigation personnel. Order - Discard a card from hand to take up to two Pursuit cards from your discard pile into hand.
Sweet Nothings 2E	second	ST2E-EN10043	C	CL	10-043 C	INTERRUPT															To play this interrupt, you must command three [Fer] personnel. Order - Choose an opponent to reveal his or her hand. You may draw a card for each interrupt revealed.
Warp Speed Transfer 2E	second	ST2E-EN10045	R	CL	10-045 R	INTERRUPT															Pursuit. While your personnel aboard a ship are facing a dilemma, move your staffed ship to that mission from a different mission and place one of your personnel aboard that ship aboard the ship attempting the mission. That personnel joins the mission attempt.
Investigate Alleged Murder 2E	second	ST2E-EN10049	U	CL	10-049 U	MISSION	Planet,[FEDERATION]					30		2	[Fed]						Diplomacy, Law, Officer, and Integrity>27 You may attempt and complete this mission using your [NA] personnel with these requirements: Anthroplogy, Security, Transporter Skill, and Strength>28
Observe Kazon Ritual 2E	second	ST2E-EN10051	U	CL	10-051 U	MISSION	Planet,[FEDERATION]					35		2	[Fed]						Anthropology, Honor, Officer, Transporter Skill, and Integrity>31 or Astrophysics OR Stellar Cartography, Navigation, Security, Treachery, and Strength>34
Investigate Unknown Element 2E	second	ST2E-EN10050	U	CL	10-050 U	MISSION	Planet,Any affiliation (except [Bor]) may attempt this mission					30		2	Any affiliation (except [Bor]) may attempt this mission						Anthroplogy, Leadership, Officer, and Integrity>27 or Exobiology, Geology, Science, and Cunning>30
Obtain Advanced Technology 2E	second	ST2E-EN10052	U	CL	10-052 U	MISSION	Planet,Any affiliation (except [Bor]) may attempt this mission					30		2	Any affiliation (except [Bor]) may attempt this mission						Anthropology, Diplomacy, Honor, and Integrity>29 or Security, Transporter Skill, Treachery, and Cunning>30
Explore Micro-Wormhole 2E	second	ST2E-EN10048	U	CL	10-048 U	MISSION	Space,[FEDERATION][ROMULAN]					30		4	[Fed] [Rom]						Astrophysics OR Stellar Cartography, Officer, Transporter Skill, and Cunning>32 When you complete this mission, you may place any number of personnel on your ship here on your ship at an [AQ] mission.
Collect Omicron Particles 2E	second	ST2E-EN10047	U	CL	10-047 U	MISSION	Space,Any affiliation may attempt this mission					35		4	Any affiliation may attempt this mission						Astrophysics OR Stellar Cartography, Engineer, Leadership, Navigation, and Cunning>36 Nebula. When a ship is about to move between another [DQ] mission and this mission, subtract 1 from the Range required.
Kira Nerys, Blockade Commander 2E	second	ST2E-EN10054	U	CL	10-054 U	PERSONNEL	BAJORAN		6	6	6				[DS9]	[CMD]	Bajoran				* Diplomacy * Leadership * Navigation * Officer Commander: Kitara. While this personnel is aboard your Kitara, that ship is attributes +2.
Zayra, Bigoted Witness 2E	second	ST2E-EN10055	C	CL	10-055 C	PERSONNEL	BAJORAN		4	6	6					[STF]	Bajoran				* Anthropology * Archaeology * Physics * Transporter Skill * Treachery While this personnel is present you're your non-[Baj] personnel, he cannot use his skills.
Fifth, Neonatal Drone 2E	second	ST2E-EN10056	C	CL	10-056 C	PERSONNEL	BORG		5	5	4				[Def][DQ]	[STF]	Borg				* Engineer * Medical * Security Drone. Order - Stop this personnel to take a nondilemma card you own from on top of your event into hand.
